1,0.026123,0.042103,0.003687,11.205,0.0001
1,0.02731,0.033128,0.0034914,11.255,0.0001
1,0.028574,0.018462,0.0034949,10.925,0.0001
1,0.033556,0.0051548,0.0033545,10.953,0.0001
1,0.040092,0.025068,0.003446,10.928,0.0001
1,0.039868,0.035613,0.0035678,11.13,0.0001
1,0.033159,0.038632,0.0036816,11.004,0.0001
1,0.012999,0.027801,0.0034882,10.555,0.0001
1,0.028814,0.01051,0.0033268,10.735,0.0001
1,0.0089335,0.011087,0.0032987,10.971,0.0001
1,0.0033242,0.039269,0.0036591,10.499,0.0001
1,0.025673,0.0039597,0.003564,11.191,0.0001
1,0.03533,0.011794,0.0032077,11.118,0.0001
1,0.033651,0.030219,0.0033776,10.38,0.0001
1,0.046392,0.039163,0.0033904,11.184,0.0001
1,0.039273,0.042713,0.0033324,10.988,0.0001
1,0.047113,0.025254,0.0035629,11.048,0.0001
1,0.02738,0.025757,0.0032764,11.214,0.0001
1,0.0065499,0.017629,0.003557,11.109,0.0001
1,0.0031703,0.032058,0.0033748,10.97,0.0001
1,0.016713,0.035745,0.0035708,11.045,0.0001
1,0.020525,0.0296,0.0034685,10.774,0.0001
1,0.042176,0.012173,0.0032693,11.079,0.0001
1,0.014568,0.018555,0.0034142,10.321,0.0001
1,0.021224,0.015874,0.003528,11.038,0.0001
1,0.0064996,0.024985,0.0034882,11.138,0.0001
1,0.018991,0.042527,0.0033502,10.884,0.0001
1,0.011918,0.042583,0.0036749,10.686,0.0001
1,0.016275,0.010631,0.0036462,10.954,0.0001
1,0.020122,0.022727,0.0033799,9.8591,0.0001
1,0.045526,0.018327,0.0034252,10.959,0.0001
1,0.018754,0.003997,0.0033517,11.038,0.0001
1,0.041223,0.0052809,0.003343,11.074,0.0001
1,0.01184,0.0050241,0.0032973,10.314,0.0001
1,0.0096641,0.033976,0.003289,11.09,0.0001
1,0.033428,0.023257,0.0031611,10.983,0.0001
1,0.04899,0.012004,0.0034404,11.089,0.0001
1,0.049661,0.032379,0.0037342,10.92,0.0001
1,0.047939,0.0049454,0.003284,10.495,0.0001
